sampleyear,sitecode,speciescode,territoryabundance,territorybiomass,sitetype,sitesize,woodcountbelowbrowse,woodcountabovebrowse
2008,IDSS,NOMO,1,48.04713,terrestrial,10.9,394,4
2008,IDSS,RWBL,4,232.07972,terrestrial,10.9,394,4
2008,IDSS,SOSP,1.5,31.026885,terrestrial,10.9,394,4
2008,IDSS,TRES,5,107.74325,terrestrial,10.9,394,4
2008,IDSS,YBCU,1,58.38191,terrestrial,10.9,394,4
2011,IDSS,AMRO,2,156.18136,terrestrial,10.9,606,1
2011,IDSS,AMWO,1,161.1656,terrestrial,10.9,606,1
2011,IDSS,BHCO,2,92.66916,terrestrial,10.9,606,1
2011,IDSS,BRTH,2,136.18892,terrestrial,10.9,606,1
2011,IDSS,CHSP,11,134.03302,terrestrial,10.9,606,1
2011,IDSS,COYE,1.5,15.683505,terrestrial,10.9,606,1
2011,IDSS,EAKI,3,118.5135,terrestrial,10.9,606,1
2011,IDSS,FISP,10,120.3518,terrestrial,10.9,606,1
2011,IDSS,GRCA,3,107.05455,terrestrial,10.9,606,1
2011,IDSS,NHWR,3,32.01945,terrestrial,10.9,606,1
2011,IDSS,NOMO,2,96.09426,terrestrial,10.9,606,1
2011,IDSS,RWBL,4,232.07972,terrestrial,10.9,606,1
2011,IDSS,SOSP,5,103.42295,terrestrial,10.9,606,1
2011,IDSS,TRES,5,107.74325,terrestrial,10.9,606,1
2011,IDSS,WISN,0.5,56.03335,terrestrial,10.9,606,1
2011,IDSS,YEWA,7,68.130174,terrestrial,10.9,606,1
2012,IDSS,BHCO,2,92.66916,terrestrial,10.9,415,4
2012,IDSS,BOBO,1,31.90744,terrestrial,10.9,415,4
2012,IDSS,BRTH,2,136.18892,terrestrial,10.9,415,4
2012,IDSS,CEDW,2,66.208,terrestrial,10.9,415,4
2012,IDSS,CHSP,7,85.29374,terrestrial,10.9,415,4
2012,IDSS,EAKI,3,118.5135,terrestrial,10.9,415,4
2012,IDSS,EWPW,1,53.4,terrestrial,10.9,415,4
2012,IDSS,FISP,9,108.31662,terrestrial,10.9,415,4
2012,IDSS,GCFL,1,34.70416,terrestrial,10.9,415,4
2012,IDSS,NOMO,1,48.04713,terrestrial,10.9,415,4
2012,IDSS,RWBL,4,232.07972,terrestrial,10.9,415,4
2012,IDSS,SOSP,6,124.10754,terrestrial,10.9,415,4
2012,IDSS,TRES,5,107.74325,terrestrial,10.9,415,4
2012,IDSS,YEWA,6,58.397292,terrestrial,10.9,415,4
2016,IDSS,AMWO,2,322.3312,terrestrial,10.9,211,10
2016,IDSS,BRTH,2,136.18892,terrestrial,10.9,211,10
2016,IDSS,CHSP,7.5,91.38615,terrestrial,10.9,211,10
2016,IDSS,COYE,4,41.82268,terrestrial,10.9,211,10
2016,IDSS,EAKI,3,118.5135,terrestrial,10.9,211,10
2016,IDSS,EATO,1,38.94404,terrestrial,10.9,211,10
2016,IDSS,EUST,1,77.06771,terrestrial,10.9,211,10
2016,IDSS,FISP,10.5,126.36939,terrestrial,10.9,211,10
2016,IDSS,GCFL,1.5,52.05624,terrestrial,10.9,211,10
2016,IDSS,GRCA,1,35.68485,terrestrial,10.9,211,10
2016,IDSS,NHWR,2,21.3463,terrestrial,10.9,211,10
2016,IDSS,NOMO,1.5,72.070695,terrestrial,10.9,211,10
2016,IDSS,RWBL,4,232.07972,terrestrial,10.9,211,10
2016,IDSS,TRES,6,129.2919,terrestrial,10.9,211,10
2016,IDSS,YEWA,1,9.732882,terrestrial,10.9,211,10
2018,IDSS,AMRO,1,78.09068,terrestrial,10.9,208,11
2018,IDSS,AMWO,1,161.1656,terrestrial,10.9,208,11
2018,IDSS,BGGN,1,6.024779,terrestrial,10.9,208,11
2018,IDSS,BRTH,3,204.28338,terrestrial,10.9,208,11
2018,IDSS,CHSP,7,85.29374,terrestrial,10.9,208,11
2018,IDSS,COGR,1,110.557,terrestrial,10.9,208,11
2018,IDSS,EAKI,2,79.009,terrestrial,10.9,208,11
2018,IDSS,EATO,2,77.88808,terrestrial,10.9,208,11
2018,IDSS,EUST,1,77.06771,terrestrial,10.9,208,11
2018,IDSS,EWPW,1,53.4,terrestrial,10.9,208,11
2018,IDSS,FISP,8,96.28144,terrestrial,10.9,208,11
2018,IDSS,MALL,1,1113,terrestrial,10.9,208,11
2018,IDSS,NOCA,2,84.06236,terrestrial,10.9,208,11
2018,IDSS,RWBL,6,348.11958,terrestrial,10.9,208,11
2018,IDSS,SOSP,4,82.73836,terrestrial,10.9,208,11
2018,IDSS,TRES,1,21.54865,terrestrial,10.9,208,11
2018,IDSS,YBCU,0.5,29.190955,terrestrial,10.9,208,11
2018,IDSS,YEWA,2,19.465764,terrestrial,10.9,208,11
2021,IDSS,AMCR,0.5,253,terrestrial,10.9,261,9
2021,IDSS,AMRO,1,78.09068,terrestrial,10.9,261,9
2021,IDSS,AMWO,2,322.3312,terrestrial,10.9,261,9
2021,IDSS,BCCH,1,10.76197,terrestrial,10.9,261,9
2021,IDSS,BRTH,5,340.4723,terrestrial,10.9,261,9
2021,IDSS,CHSP,4,48.73928,terrestrial,10.9,261,9
2021,IDSS,COGR,4,442.228,terrestrial,10.9,261,9
2021,IDSS,EAKI,2,79.009,terrestrial,10.9,261,9
2021,IDSS,EUST,2,154.13542,terrestrial,10.9,261,9
2021,IDSS,EWPW,2,106.8,terrestrial,10.9,261,9
2021,IDSS,FISP,11,132.38698,terrestrial,10.9,261,9
2021,IDSS,GRCA,1,35.68485,terrestrial,10.9,261,9
2021,IDSS,NHWR,1,10.67315,terrestrial,10.9,261,9
2021,IDSS,KILL,1,58.62519,terrestrial,10.9,261,9
2021,IDSS,MALL,1,1113,terrestrial,10.9,261,9
2021,IDSS,MODO,1,131.5216,terrestrial,10.9,261,9
2021,IDSS,NOCA,1,42.03118,terrestrial,10.9,261,9
2021,IDSS,RWBL,8,464.15944,terrestrial,10.9,261,9
2021,IDSS,SOSP,2,41.36918,terrestrial,10.9,261,9
2021,IDSS,TRES,1,21.54865,terrestrial,10.9,261,9
1992,RARO,AMKE,1,115.5,terrestrial,13.1,359,0
1992,RARO,AMWO,1,161.1656,terrestrial,13.1,359,0
1992,RARO,BAOR,4.5,153.53622,terrestrial,13.1,359,0
1992,RARO,BHCO,2.5,115.83645,terrestrial,13.1,359,0
1992,RARO,BLJA,1,85.45703,terrestrial,13.1,359,0
1992,RARO,CARW,0.25,4.86825,terrestrial,13.1,359,0
1992,RARO,COGR,5,552.785,terrestrial,13.1,359,0
1992,RARO,COYE,3.5,36.594845,terrestrial,13.1,359,0
1992,RARO,DOWO,1,26.909,terrestrial,13.1,359,0
1992,RARO,EAKI,5,197.5225,terrestrial,13.1,359,0
1992,RARO,EAWP,5,70.5,terrestrial,13.1,359,0
1992,RARO,EUST,6,462.40626,terrestrial,13.1,359,0
1992,RARO,FISP,2,24.07036,terrestrial,13.1,359,0
1992,RARO,GCFL,1.5,52.05624,terrestrial,13.1,359,0
1992,RARO,NHWR,10,106.7315,terrestrial,13.1,359,0
1992,RARO,NOFL,2,254.2454,terrestrial,13.1,359,0
1992,RARO,REVI,5.5,95.06772,terrestrial,13.1,359,0
1992,RARO,RWBL,11.5,667.229195,terrestrial,13.1,359,0
1992,RARO,SOSP,7.5,155.134425,terrestrial,13.1,359,0
1992,RARO,TRES,6,129.2919,terrestrial,13.1,359,0
1992,RARO,WAVI,1,13.47201,terrestrial,13.1,359,0
1992,RARO,WODU,1,657.5,terrestrial,13.1,359,0
1992,RARO,YEWA,5.5,53.530851,terrestrial,13.1,359,0
1996,RARO,AMRE,5.5,45.6060935,terrestrial,13.1,1718,19
1996,RARO,BAOR,5.5,187.65538,terrestrial,13.1,1718,19
1996,RARO,BCCH,0.25,2.6904925,terrestrial,13.1,1718,19
1996,RARO,BGGN,2,12.049558,terrestrial,13.1,1718,19
1996,RARO,BHCO,1,46.33458,terrestrial,13.1,1718,19
1996,RARO,BLJA,1,85.45703,terrestrial,13.1,1718,19
1996,RARO,COGR,3,331.671,terrestrial,13.1,1718,19
1996,RARO,COYE,9.5,99.328865,terrestrial,13.1,1718,19
1996,RARO,EAKI,5.5,217.27475,terrestrial,13.1,1718,19
1996,RARO,EATO,1,38.94404,terrestrial,13.1,1718,19
1996,RARO,EAWP,5.5,77.55,terrestrial,13.1,1718,19
1996,RARO,EUST,2,154.13542,terrestrial,13.1,1718,19
1996,RARO,EWPW,1,53.4,terrestrial,13.1,1718,19
1996,RARO,FISP,0.5,6.01759,terrestrial,13.1,1718,19
1996,RARO,GCFL,1,34.70416,terrestrial,13.1,1718,19
1996,RARO,GRCA,1,35.68485,terrestrial,13.1,1718,19
1996,RARO,NHWR,13.5,144.087525,terrestrial,13.1,1718,19
1996,RARO,INBU,0.5,7.131,terrestrial,13.1,1718,19
1996,RARO,MODO,4,526.0864,terrestrial,13.1,1718,19
1996,RARO,NOFL,1,127.1227,terrestrial,13.1,1718,19
1996,RARO,RBWO,0.25,18.1360975,terrestrial,13.1,1718,19
1996,RARO,REVI,4,69.14016,terrestrial,13.1,1718,19
1996,RARO,RTHU,1,3.2,terrestrial,13.1,1718,19
1996,RARO,RWBL,14,812.27902,terrestrial,13.1,1718,19
1996,RARO,SOSP,7,144.79213,terrestrial,13.1,1718,19
1996,RARO,TRES,8,172.3892,terrestrial,13.1,1718,19
1996,RARO,WAVI,5,67.36005,terrestrial,13.1,1718,19
1996,RARO,WBNU,1,20.675,terrestrial,13.1,1718,19
1996,RARO,YBCU,1,58.38191,terrestrial,13.1,1718,19
1996,RARO,YEWA,9.5,92.462379,terrestrial,13.1,1718,19
1999,RARO,AMWO,2,322.3312,terrestrial,13.1,1602,14
1999,RARO,BAOR,10.5,358.25118,terrestrial,13.1,1602,14
1999,RARO,BCCH,1,10.76197,terrestrial,13.1,1602,14
1999,RARO,BGGN,2,12.049558,terrestrial,13.1,1602,14
1999,RARO,BHCO,1.5,69.50187,terrestrial,13.1,1602,14
1999,RARO,COGR,3,331.671,terrestrial,13.1,1602,14
1999,RARO,COYE,7,73.18969,terrestrial,13.1,1602,14
1999,RARO,EAKI,6.5,256.77925,terrestrial,13.1,1602,14
1999,RARO,EATO,1,38.94404,terrestrial,13.1,1602,14
1999,RARO,EAWP,7.5,105.75,terrestrial,13.1,1602,14
1999,RARO,EWPW,5,267,terrestrial,13.1,1602,14
1999,RARO,FISP,1,12.03518,terrestrial,13.1,1602,14
1999,RARO,GCFL,3,104.11248,terrestrial,13.1,1602,14
1999,RARO,GRCA,2,71.3697,terrestrial,13.1,1602,14
1999,RARO,NHWR,7.5,80.048625,terrestrial,13.1,1602,14
1999,RARO,LEFL,0.5,5.02765,terrestrial,13.1,1602,14
1999,RARO,NOFL,3,381.3681,terrestrial,13.1,1602,14
1999,RARO,RBWO,1,72.54439,terrestrial,13.1,1602,14
1999,RARO,REVI,6.5,112.35276,terrestrial,13.1,1602,14
1999,RARO,RTHA,0.5,563,terrestrial,13.1,1602,14
1999,RARO,RWBL,18,1044.35874,terrestrial,13.1,1602,14
1999,RARO,SOSP,5.5,113.765245,terrestrial,13.1,1602,14
1999,RARO,TRES,10,215.4865,terrestrial,13.1,1602,14
1999,RARO,WAVI,4,53.88804,terrestrial,13.1,1602,14
1999,RARO,YEWA,8.5,82.729497,terrestrial,13.1,1602,14
2001,RARO,AMWO,2,322.3312,terrestrial,13.1,1560,10
2001,RARO,BAOR,7,238.83412,terrestrial,13.1,1560,10
2001,RARO,BHCO,2,92.66916,terrestrial,13.1,1560,10
2001,RARO,BLJA,2,170.91406,terrestrial,13.1,1560,10
2001,RARO,COGR,1,110.557,terrestrial,13.1,1560,10
2001,RARO,COYE,6,62.73402,terrestrial,13.1,1560,10
2001,RARO,DOWO,2,53.818,terrestrial,13.1,1560,10
2001,RARO,EAKI,5.5,217.27475,terrestrial,13.1,1560,10
2001,RARO,EATO,2,77.88808,terrestrial,13.1,1560,10
2001,RARO,EAWP,7,98.7,terrestrial,13.1,1560,10
2001,RARO,EUST,2.5,192.669275,terrestrial,13.1,1560,10
2001,RARO,FISP,4.5,54.15831,terrestrial,13.1,1560,10
2001,RARO,GRCA,2,71.3697,terrestrial,13.1,1560,10
2001,RARO,NHWR,19,202.78985,terrestrial,13.1,1560,10
2001,RARO,NOFL,1.5,190.68405,terrestrial,13.1,1560,10
2001,RARO,REVI,2,34.57008,terrestrial,13.1,1560,10
2001,RARO,RWBL,10,580.1993,terrestrial,13.1,1560,10
2001,RARO,SOSP,7,144.79213,terrestrial,13.1,1560,10
2001,RARO,TRES,6,129.2919,terrestrial,13.1,1560,10
2001,RARO,WAVI,2,26.94402,terrestrial,13.1,1560,10
2001,RARO,YBCU,1,58.38191,terrestrial,13.1,1560,10
2001,RARO,YEWA,4,38.931528,terrestrial,13.1,1560,10
2008,RARO,AMWO,1,161.1656,terrestrial,13.1,1057,8
2008,RARO,BAOR,4.5,153.53622,terrestrial,13.1,1057,8
2008,RARO,BCCH,1,10.76197,terrestrial,13.1,1057,8
2008,RARO,BGGN,3,18.074337,terrestrial,13.1,1057,8
2008,RARO,BHCO,2,92.66916,terrestrial,13.1,1057,8
2008,RARO,BLJA,1,85.45703,terrestrial,13.1,1057,8
2008,RARO,CEDW,1,33.104,terrestrial,13.1,1057,8
2008,RARO,COGR,1,110.557,terrestrial,13.1,1057,8
2008,RARO,COYE,4.5,47.050515,terrestrial,13.1,1057,8
2008,RARO,DOWO,2,53.818,terrestrial,13.1,1057,8
2008,RARO,EAKI,1,39.5045,terrestrial,13.1,1057,8
2008,RARO,EATO,1,38.94404,terrestrial,13.1,1057,8
2008,RARO,EAWP,4.5,63.45,terrestrial,13.1,1057,8
2008,RARO,EUST,1,77.06771,terrestrial,13.1,1057,8
2008,RARO,EWPW,1,53.4,terrestrial,13.1,1057,8
2008,RARO,FISP,3,36.10554,terrestrial,13.1,1057,8
2008,RARO,GCFL,1,34.70416,terrestrial,13.1,1057,8
2008,RARO,GRCA,3,107.05455,terrestrial,13.1,1057,8
2008,RARO,NHWR,10,106.7315,terrestrial,13.1,1057,8
2008,RARO,INBU,1,14.262,terrestrial,13.1,1057,8
2008,RARO,NOFL,1,127.1227,terrestrial,13.1,1057,8
2008,RARO,OROR,2,42.34108,terrestrial,13.1,1057,8
2008,RARO,REVI,1,17.28504,terrestrial,13.1,1057,8
2008,RARO,RWBL,6,348.11958,terrestrial,13.1,1057,8
2008,RARO,SOSP,2,41.36918,terrestrial,13.1,1057,8
2008,RARO,TRES,4,86.1946,terrestrial,13.1,1057,8
2008,RARO,WAVI,3,40.41603,terrestrial,13.1,1057,8
2008,RARO,YEWA,18,175.191876,terrestrial,13.1,1057,8
2010,RARO,AMWO,2,322.3312,terrestrial,13.1,1230,13
2010,RARO,BAOR,5,170.5958,terrestrial,13.1,1230,13
2010,RARO,BCCH,2,21.52394,terrestrial,13.1,1230,13
2010,RARO,BGGN,1,6.024779,terrestrial,13.1,1230,13
2010,RARO,BHCO,1,46.33458,terrestrial,13.1,1230,13
2010,RARO,COGR,2,221.114,terrestrial,13.1,1230,13
2010,RARO,COYE,12.5,130.695875,terrestrial,13.1,1230,13
2010,RARO,DOWO,2,53.818,terrestrial,13.1,1230,13
2010,RARO,EAKI,3,118.5135,terrestrial,13.1,1230,13
2010,RARO,EATO,3,116.83212,terrestrial,13.1,1230,13
2010,RARO,EAWP,5,70.5,terrestrial,13.1,1230,13
2010,RARO,EUST,4,308.27084,terrestrial,13.1,1230,13
2010,RARO,EWPW,1.5,80.1,terrestrial,13.1,1230,13
2010,RARO,FISP,5,60.1759,terrestrial,13.1,1230,13
2010,RARO,GCFL,2,69.40832,terrestrial,13.1,1230,13
2010,RARO,GRCA,3,107.05455,terrestrial,13.1,1230,13
2010,RARO,NHWR,11.5,122.741225,terrestrial,13.1,1230,13
2010,RARO,INBU,3.5,49.917,terrestrial,13.1,1230,13
2010,RARO,LEFL,3,30.1659,terrestrial,13.1,1230,13
2010,RARO,MODO,2,263.0432,terrestrial,13.1,1230,13
2010,RARO,NOCA,2,84.06236,terrestrial,13.1,1230,13
2010,RARO,NOFL,1,127.1227,terrestrial,13.1,1230,13
2010,RARO,OROR,4,84.68216,terrestrial,13.1,1230,13
2010,RARO,REVI,4,69.14016,terrestrial,13.1,1230,13
2010,RARO,RWBL,12,696.23916,terrestrial,13.1,1230,13
2010,RARO,SOSP,9,186.16131,terrestrial,13.1,1230,13
2010,RARO,TRES,6,129.2919,terrestrial,13.1,1230,13
2010,RARO,WAVI,4,53.88804,terrestrial,13.1,1230,13
2010,RARO,YEWA,29,282.253578,terrestrial,13.1,1230,13
2016,RARO,BANS,1,13.99915,terrestrial,13.1,1455,12
2016,RARO,BAOR,3,102.35748,terrestrial,13.1,1455,12
2016,RARO,BGGN,1,6.024779,terrestrial,13.1,1455,12
2016,RARO,BHCO,1,46.33458,terrestrial,13.1,1455,12
2016,RARO,BLJA,1,85.45703,terrestrial,13.1,1455,12
2016,RARO,COGR,1,110.557,terrestrial,13.1,1455,12
2016,RARO,COYE,10,104.5567,terrestrial,13.1,1455,12
2016,RARO,DOWO,1,26.909,terrestrial,13.1,1455,12
2016,RARO,EAKI,5,197.5225,terrestrial,13.1,1455,12
2016,RARO,EASO,1,152.3,terrestrial,13.1,1455,12
2016,RARO,EATO,4,155.77616,terrestrial,13.1,1455,12
2016,RARO,EAWP,6,84.6,terrestrial,13.1,1455,12
2016,RARO,EUST,2,154.13542,terrestrial,13.1,1455,12
2016,RARO,EWPW,2,106.8,terrestrial,13.1,1455,12
2016,RARO,FISP,4,48.14072,terrestrial,13.1,1455,12
2016,RARO,GCFL,3,104.11248,terrestrial,13.1,1455,12
2016,RARO,GRCA,5,178.42425,terrestrial,13.1,1455,12
2016,RARO,NHWR,8,85.3852,terrestrial,13.1,1455,12
2016,RARO,INBU,3,42.786,terrestrial,13.1,1455,12
2016,RARO,MODO,1,131.5216,terrestrial,13.1,1455,12
2016,RARO,NOCA,1,42.03118,terrestrial,13.1,1455,12
2016,RARO,NOFL,1,127.1227,terrestrial,13.1,1455,12
2016,RARO,OROR,2,42.34108,terrestrial,13.1,1455,12
2016,RARO,RBWO,1,72.54439,terrestrial,13.1,1455,12
2016,RARO,REVI,5.5,95.06772,terrestrial,13.1,1455,12
2016,RARO,RTHU,1,3.2,terrestrial,13.1,1455,12
2016,RARO,RWBL,12,696.23916,terrestrial,13.1,1455,12
2016,RARO,SOSP,1,20.68459,terrestrial,13.1,1455,12
2016,RARO,SWSP,1,16.40609,terrestrial,13.1,1455,12
2016,RARO,TRES,5,107.74325,terrestrial,13.1,1455,12
2016,RARO,WAVI,2,26.94402,terrestrial,13.1,1455,12
2016,RARO,WBNU,1,20.675,terrestrial,13.1,1455,12
2016,RARO,YBCU,2,116.76382,terrestrial,13.1,1455,12
2016,RARO,YEWA,28,272.520696,terrestrial,13.1,1455,12
2017,RARO,AMWO,1.5,241.7484,terrestrial,13.1,1071,11
2017,RARO,BAOR,2,68.23832,terrestrial,13.1,1071,11
2017,RARO,BBCU,1,50.84645,terrestrial,13.1,1071,11
2017,RARO,BLJA,1,85.45703,terrestrial,13.1,1071,11
2017,RARO,COGR,1,110.557,terrestrial,13.1,1071,11
2017,RARO,COYE,8,83.64536,terrestrial,13.1,1071,11
2017,RARO,EAKI,3,118.5135,terrestrial,13.1,1071,11
2017,RARO,EATO,2,77.88808,terrestrial,13.1,1071,11
2017,RARO,EAWP,2,28.2,terrestrial,13.1,1071,11
2017,RARO,FISP,2.5,30.08795,terrestrial,13.1,1071,11
2017,RARO,GRCA,3,107.05455,terrestrial,13.1,1071,11
2017,RARO,NHWR,11,117.40465,terrestrial,13.1,1071,11
2017,RARO,INBU,1,14.262,terrestrial,13.1,1071,11
2017,RARO,NOCA,1,42.03118,terrestrial,13.1,1071,11
2017,RARO,REVI,3,51.85512,terrestrial,13.1,1071,11
2017,RARO,RWBL,15,870.29895,terrestrial,13.1,1071,11
2017,RARO,SWSP,1.5,24.609135,terrestrial,13.1,1071,11
2017,RARO,TRES,1,21.54865,terrestrial,13.1,1071,11
2017,RARO,WBNU,1,20.675,terrestrial,13.1,1071,11
2017,RARO,YBCU,2,116.76382,terrestrial,13.1,1071,11
2017,RARO,YEWA,12,116.794584,terrestrial,13.1,1071,11
2019,RARO,AMRO,1,78.09068,terrestrial,13.1,547,14
2019,RARO,AMWO,2,322.3312,terrestrial,13.1,547,14
2019,RARO,BAOR,4,136.47664,terrestrial,13.1,547,14
2019,RARO,BCCH,1,10.76197,terrestrial,13.1,547,14
2019,RARO,BGGN,1,6.024779,terrestrial,13.1,547,14
2019,RARO,BRTH,0.25,17.023615,terrestrial,13.1,547,14
2019,RARO,CEDW,1,33.104,terrestrial,13.1,547,14
2019,RARO,COGR,2.5,276.3925,terrestrial,13.1,547,14
2019,RARO,COYE,14,146.37938,terrestrial,13.1,547,14
2019,RARO,DOWO,2,53.818,terrestrial,13.1,547,14
2019,RARO,EAKI,4,158.018,terrestrial,13.1,547,14
2019,RARO,EATO,0.5,19.47202,terrestrial,13.1,547,14
2019,RARO,EAWP,4,56.4,terrestrial,13.1,547,14
2019,RARO,EUST,1,77.06771,terrestrial,13.1,547,14
2019,RARO,EWPW,2.5,133.5,terrestrial,13.1,547,14
2019,RARO,FISP,2,24.07036,terrestrial,13.1,547,14
2019,RARO,GCFL,2,69.40832,terrestrial,13.1,547,14
2019,RARO,GRCA,3.5,124.896975,terrestrial,13.1,547,14
2019,RARO,NHWR,11,117.40465,terrestrial,13.1,547,14
2019,RARO,MODO,2,263.0432,terrestrial,13.1,547,14
2019,RARO,NOCA,1,42.03118,terrestrial,13.1,547,14
2019,RARO,NOFL,2,254.2454,terrestrial,13.1,547,14
2019,RARO,REVI,5.5,95.06772,terrestrial,13.1,547,14
2019,RARO,RWBL,22,1276.43846,terrestrial,13.1,547,14
2019,RARO,SORA,0.25,22.33125,terrestrial,13.1,547,14
2019,RARO,SOSP,1,20.68459,terrestrial,13.1,547,14
2019,RARO,SWSP,0.5,8.203045,terrestrial,13.1,547,14
2019,RARO,TRES,4,86.1946,terrestrial,13.1,547,14
2019,RARO,WAVI,4,53.88804,terrestrial,13.1,547,14
2019,RARO,WBNU,1,20.675,terrestrial,13.1,547,14
2019,RARO,WODU,0.25,164.375,terrestrial,13.1,547,14
2019,RARO,YEWA,11.5,111.928143,terrestrial,13.1,547,14
2021,RARO,AMRE,3,24.876051,terrestrial,13.1,733,22
2021,RARO,AMRO,2,156.18136,terrestrial,13.1,733,22
2021,RARO,AMWO,1,161.1656,terrestrial,13.1,733,22
2021,RARO,BAOR,4,136.47664,terrestrial,13.1,733,22
2021,RARO,BCCH,1,10.76197,terrestrial,13.1,733,22
2021,RARO,BGGN,1,6.024779,terrestrial,13.1,733,22
2021,RARO,BHCO,3,139.00374,terrestrial,13.1,733,22
2021,RARO,BLJA,1,85.45703,terrestrial,13.1,733,22
2021,RARO,COGR,2,221.114,terrestrial,13.1,733,22
2021,RARO,COYE,11.5,120.240205,terrestrial,13.1,733,22
2021,RARO,DOWO,1,26.909,terrestrial,13.1,733,22
2021,RARO,EAKI,3.5,138.26575,terrestrial,13.1,733,22
2021,RARO,EASO,1,152.3,terrestrial,13.1,733,22
2021,RARO,EATO,1,38.94404,terrestrial,13.1,733,22
2021,RARO,EAWP,4.5,63.45,terrestrial,13.1,733,22
2021,RARO,EUST,1,77.06771,terrestrial,13.1,733,22
2021,RARO,EWPW,2,106.8,terrestrial,13.1,733,22
2021,RARO,FISP,2,24.07036,terrestrial,13.1,733,22
2021,RARO,GCFL,3,104.11248,terrestrial,13.1,733,22
2021,RARO,GRCA,4,142.7394,terrestrial,13.1,733,22
2021,RARO,NHWR,20.5,218.799575,terrestrial,13.1,733,22
2021,RARO,INBU,2.5,35.655,terrestrial,13.1,733,22
2021,RARO,LEFL,1,10.0553,terrestrial,13.1,733,22
2021,RARO,MODO,1.5,197.2824,terrestrial,13.1,733,22
2021,RARO,NOCA,1,42.03118,terrestrial,13.1,733,22
2021,RARO,REVI,6,103.71024,terrestrial,13.1,733,22
2021,RARO,RWBL,16.5,957.328845,terrestrial,13.1,733,22
2021,RARO,SOSP,1,20.68459,terrestrial,13.1,733,22
2021,RARO,SWSP,0.25,4.1015225,terrestrial,13.1,733,22
2021,RARO,TRES,5,107.74325,terrestrial,13.1,733,22
2021,RARO,WAVI,5,67.36005,terrestrial,13.1,733,22
2021,RARO,WBNU,0.5,10.3375,terrestrial,13.1,733,22
2021,RARO,WITU,0.5,2065,terrestrial,13.1,733,22
2021,RARO,YBCU,1,58.38191,terrestrial,13.1,733,22
2021,RARO,YEWA,28,272.520696,terrestrial,13.1,733,22
1992,ROIS,AGOL,2,25.67292,terrestrial,9.2,10,0
1992,ROIS,AMRE,3,24.876051,terrestrial,9.2,10,0
1992,ROIS,AMRO,1,78.09068,terrestrial,9.2,10,0
1992,ROIS,BAOR,6.5,221.77454,terrestrial,9.2,10,0
1992,ROIS,BHCO,2,92.66916,terrestrial,9.2,10,0
1992,ROIS,COGR,5,552.785,terrestrial,9.2,10,0
1992,ROIS,COYE,8.5,88.873195,terrestrial,9.2,10,0
1992,ROIS,DOWO,1,26.909,terrestrial,9.2,10,0
1992,ROIS,EAKI,8.5,335.78825,terrestrial,9.2,10,0
1992,ROIS,EAWP,9.5,133.95,terrestrial,9.2,10,0
1992,ROIS,EUST,6.5,500.940115,terrestrial,9.2,10,0
1992,ROIS,GCFL,3,104.11248,terrestrial,9.2,10,0
1992,ROIS,GHOW,0.5,752.5,terrestrial,9.2,10,0
1992,ROIS,NHWR,18,192.1167,terrestrial,9.2,10,0
1992,ROIS,LEFL,5,50.2765,terrestrial,9.2,10,0
1992,ROIS,MODO,2,263.0432,terrestrial,9.2,10,0
1992,ROIS,NOFL,1,127.1227,terrestrial,9.2,10,0
1992,ROIS,REVI,3,51.85512,terrestrial,9.2,10,0
1992,ROIS,RTHA,1,1126,terrestrial,9.2,10,0
1992,ROIS,RWBL,24,1392.47832,terrestrial,9.2,10,0
1992,ROIS,SOSP,14,289.58426,terrestrial,9.2,10,0
1992,ROIS,SWSP,2,32.81218,terrestrial,9.2,10,0
1992,ROIS,TRES,9,193.93785,terrestrial,9.2,10,0
1992,ROIS,WAVI,5,67.36005,terrestrial,9.2,10,0
1992,ROIS,YEWA,11.5,111.928143,terrestrial,9.2,10,0
1996,ROIS,AMRE,2.5,20.7300425,terrestrial,9.2,26,0
1996,ROIS,AMWO,1,161.1656,terrestrial,9.2,26,0
1996,ROIS,BAOR,3.5,119.41706,terrestrial,9.2,26,0
1996,ROIS,COGR,2,221.114,terrestrial,9.2,26,0
1996,ROIS,COYE,14,146.37938,terrestrial,9.2,26,0
1996,ROIS,DOWO,1,26.909,terrestrial,9.2,26,0
1996,ROIS,EAKI,3,118.5135,terrestrial,9.2,26,0
1996,ROIS,EAWP,9.5,133.95,terrestrial,9.2,26,0
1996,ROIS,EUST,3.5,269.736985,terrestrial,9.2,26,0
1996,ROIS,EWPW,1,53.4,terrestrial,9.2,26,0
1996,ROIS,GHOW,0.25,376.25,terrestrial,9.2,26,0
1996,ROIS,GRCA,1,35.68485,terrestrial,9.2,26,0
1996,ROIS,NHWR,10,106.7315,terrestrial,9.2,26,0
1996,ROIS,LEFL,1,10.0553,terrestrial,9.2,26,0
1996,ROIS,MAWR,3,34.558536,terrestrial,9.2,26,0
1996,ROIS,NOFL,1,127.1227,terrestrial,9.2,26,0
1996,ROIS,REVI,3,51.85512,terrestrial,9.2,26,0
1996,ROIS,RWBL,28,1624.55804,terrestrial,9.2,26,0
1996,ROIS,SOSP,11,227.53049,terrestrial,9.2,26,0
1996,ROIS,SWSP,4.5,73.827405,terrestrial,9.2,26,0
1996,ROIS,TRES,9,193.93785,terrestrial,9.2,26,0
